air_date	show_number	category	value	question	answer
1994-02-15	2182	CRAFTS	1000	It's the art of cutting & polishing gems, or the person who does it	lapidary
1994-02-15	2182	THE SUPREME COURT	200	He was the only president to appoint more than one Chief Justice: Jay, Rutledge & Ellsworth	President Washington
1994-02-15	2182	THE SUPREME COURT	400	She served on the federal appeals court for the District of Columbia from 1980 to 1993	(Ruth) Ginsburg
1994-02-15	2182	THE SUPREME COURT	600	His 1991 confirmation by the Senate was by the closest margin this century	Clarence Thomas
1994-02-15	2182	THE SUPREME COURT	800	James F. Byrnes, appointed by this president in 1941, hadn't graduated from high school	FDR
1994-02-15	2182	THE SUPREME COURT	5	CJ Salmon P. Chase wrote an opinion finding some of his own work in this cabinet post unconstitutional	Secretary of the Treasury
1994-02-15	2182	OPERA	200	"Debussy never finished his opera ""La chute de la maison Usher"", based on this Poe story"	The Fall of the House of Usher
1994-02-15	2182	OPERA	400	Operas are sung in Flemish by the Royal Flemish Opera, which is based in this country	Belgium
1994-02-15	2182	OPERA	600	Italian operas call this mythological character Orfeo, but you probably know him by this name	Orpheus
1994-02-15	2182	OPERA	800	"""Almira"" was the first of dozens of operas written by this composer of the great oratorio ""Messiah"""	Handel
1994-02-15	2182	OPERA	1000	"""The Buzzard Song"" in this Gershwin opera never achieved the same popularity as ""Summertime"""	Porgy and Bess
1994-02-15	2182	FOOD & DRINK	200	Reese's baking chips are this flavor, not chocolate	peanut butter
1994-02-15	2182	FOOD & DRINK	400	In 1992 this company introduced a colorless, sugar-free beverage called Tab Clear	the Coca-Cola Company
1994-02-15	2182	FOOD & DRINK	600	"The ""string"" type of this dairy product is at its stringiest when it's really, really fresh"	cheese
1994-02-15	2182	FOOD & DRINK	800	To make asparagus a la Polonaise, you need some of this common green garnish	parsley
1994-02-15	2182	FOOD & DRINK	1000	Occhi di trota is a type of pasta whose name means this fish's eyes	the trout
1994-02-15	2182	ENGLISH LIT.	200	"He published ""Kidnapped"" & ""The Strange Case of Dr. Jekyll and Mr. Hyde"" in the same year, 1886"	Robert Louis Stevenson
1994-02-15	2182	ENGLISH LIT.	400	In the 1500s the Earl of Surrey introduced this kind of unrhymed verse into English literature	blank verse
1994-02-15	2182	ENGLISH LIT.	600	The 1st novels of this gloomy, mysterious genre were set during medieval times, as the name implies	gothic
1994-02-15	2182	ENGLISH LIT.	800	"This author's favorite of his own novels was ""The Antiquary"", not ""Ivanhoe"""	(Sir Walter) Scott
1994-02-15	2182	ENGLISH LIT.	5	"The prefatory sonnet to Spencer's ""The Faerie Queene"" was written by this Elizabethan courtier"	Sir Walter Raleigh
1994-02-15	2182	WORLD LEADERS	0	In 1992 he became the first foreign head of state to be convicted by a U.S. jury	Manuel Noriega
1994-02-14	2181	FIRST LADIES	100	She married LBJ after a courtship of only 2 months	Lady Bird Johnson
1994-02-14	2181	FIRST LADIES	200	She was widowed a second time by the death of Aristotle Onassis in 1975	Jacqueline Kennedy Onassis
1994-02-14	2181	FIRST LADIES	300	Her first husband, Daniel Parke Custis, left her a very rich widow at the age of 26	Martha Washington
1994-02-14	2181	FIRST LADIES	400	Before she became First Lady in 1933, she taught at Todhunter, a girls' school	Eleanor Roosevelt
1994-02-14	2181	FIRST LADIES	600	"There is no known portrait of Margaret, wife of this ""Old Rough and Ready"" president"	Zachary Taylor
1994-02-14	2181	SONG LYRICS	100	"""Start spreadin' the news, I'm leavin' today, I want to be a part of it"" this place, this place"	New York
1994-02-14	2181	SONG LYRICS	200	"""Nothing could be finer than to be in"" this place ""in the morning"""	Carolina
1994-02-14	2181	SONG LYRICS	300	"""We are"" this, ""We are the children, we are the ones to make a brighter day"""	the world
1994-02-14	2181	SONG LYRICS	400	"In a well-known Christmas carol, he ""looked out on the feast of Stephen"""	Good King Wenceslas
1994-02-14	2181	SONG LYRICS	500	"""Seventy-six trombones led the big parade, with"" this many ""cornets close at hand"""	110
1994-02-14	2181	TRANSPORTATION	100	Term for the person who drives a train	an engineer
1994-02-14	2181	TRANSPORTATION	200	On Chrysler's 1994 minivans, a canister of argon gas was added to help inflate these faster	airbags
1994-02-14	2181	TRANSPORTATION	300	They propel a scull	oars (rowers)
1994-02-14	2181	TRANSPORTATION	400	In 1982 this atomic submarine was designated a national historic landmark	the Nautilus
1994-02-14	2181	TRANSPORTATION	500	The Statistical Abstract says this mode of transport caused 600,649 injuries in 1991, so kids, wear helmets	bicycles
1994-02-14	2181	MAMMALS	100	Tijuana Street photographers paint burros to resemble these African equines	zebras
1994-02-14	2181	MAMMALS	200	The snowshoe variety of this mammal has a gray- brown coat in the summer & a white coat in the winter	a rabbit (a hare)
1994-02-14	2181	MAMMALS	300	Catch a howler red-handed, or a red-handed howler, & you've caught one of these	a monkey
1994-02-14	2181	MAMMALS	400	In 1800 over 50,000 of these bears roamed the West; today there are only about 1,000	grizzlies
1994-02-14	2181	MAMMALS	500	This Australian marsupial is divided into 1 common & 2 hairy-nosed species	the wombat
1994-02-14	2181	THE BEACH	100	"The Guinness record for the height of one of these built with just hands, buckets & shovels is 19'6"""	a sand castle
1994-02-14	2181	THE BEACH	200	Top players in the beach version of this sport include Sinjin Smith & Randy Stoklos	volleyball
1994-02-14	2181	THE BEACH	300	This toy was originally called the Pluto Platter, but that name was tossed out	the Frisbee
1994-02-14	2181	THE BEACH	400	It's riding the waves with no board	bodysurfing
1994-02-14	2181	THE BEACH	500	Tanners have to know their lotion's SPF, which stands for this	sun protection factor
1994-02-14	2181	"THE ""LAST"" CATEGORY"	100	Something about to tumble down is standing on these	its last legs
1994-02-14	2181	"THE ""LAST"" CATEGORY"	200	It breaks a camel's back	the last straw
1994-02-14	2181	"THE ""LAST"" CATEGORY"	300	It's what you have when your joke succeeds when all told you it would fail	the last laugh
1994-02-14	2181	"THE ""LAST"" CATEGORY"	400	A desperate attempt, such as defending the endmost trench	a last ditch effort
1994-02-14	2181	"THE ""LAST"" CATEGORY"	500	This phrase about the standings is traced to Dodger manager Leo Durocher	nice guys finish last
1994-02-14	2181	THE 20th CENTURY	200	During the century Spain created the fifth column & this country the Fifth Republic	France
1994-02-14	2181	THE 20th CENTURY	400	He was Soviet premier during the Cuban Missile Crisis	(Nikita) Khrushchev
1994-02-14	2181	THE 20th CENTURY	600	In July 1937 papers headlined the disappearance of Frederick Noonan & this person	Amelia Earhart
1994-02-14	2181	THE 20th CENTURY	800	"On Aug. 27, 1975 this emperor, the ""Lion of Judah"", died a state prisoner in Ethiopia"	Haile Selassie
1994-02-14	2181	THE 20th CENTURY	1000	Chilean general who led the 1973 junta that deposed Salvador Allende	Pinochet
1994-02-14	2181	NUTRITION	200	It's our most critical nutrient, since we can't go much more than a week without it	water
1994-02-14	2181	NUTRITION	400	Eggs with shells of this color are nutritionally the same as the white ones	brown
1994-02-14	2181	NUTRITION	600	"This ""complex"" includes 8 individual vitamins"	the B complex
1994-02-14	2181	NUTRITION	800	Sugars are simple types of these; starches are complex types	carbohydrates
1994-02-14	2181	NUTRITION	1000	This metal used to galvanize steel is one of the trace elements the body needs in tiny amounts	zinc
1994-02-14	2181	COLLEGES & UNIVERSITIES	200	This university has its main campus in Ann Arbor & branch campuses in Dearborn & Flint	the University of Michigan
1994-02-14	2181	COLLEGES & UNIVERSITIES	400	The Jester is the humor magazine at this NYC Ivy League university	Columbia
1994-02-14	2181	COLLEGES & UNIVERSITIES	600	Colleges in this state include Burlington, Marlboro & Green Mountain	Vermont
1994-02-14	2181	COLLEGES & UNIVERSITIES	800	This West Lafayette, Ind. school claims its 400-member marching band as the USA's largest	Purdue
1994-02-14	2181	COLLEGES & UNIVERSITIES	1500	Affiliated with Harvard, it was once known as the Soc. for the Collegiate Instruction of Women	Radcliffe
1994-02-14	2181	AROUND THE WORLD	200	Sri Lanka is one of the world's leading producers of these beverage leaves	tea
1994-02-14	2181	AROUND THE WORLD	400	Many descendants of the ancient Maya still live in the northern part of this Mexican peninsula	Yucatan Peninsula
1994-02-14	2181	AROUND THE WORLD	600	The Avon River flows through Christchurch, a picturesque city in this South Pacific country	New Zealand
1994-02-14	2181	AROUND THE WORLD	800	Thailand is bordered on the west by this country once known as Burma	Myanmar
1994-02-14	2181	AROUND THE WORLD	2000	"The sultan of this country lives in the $500 million ""Palace of Righteous Light"""	Brunei
1994-02-14	2181	BOOKS & AUTHORS	200	"""A Different Kind of Christmas"" by this ""Roots"" author is about a plantation owner's son who rejects slavery"	Alex Haley
1994-02-14	2181	BOOKS & AUTHORS	400	"In 1922 this creator of Winnie-the-Pooh wrote a detective novel called ""The Red House Mystery"""	A.A. Milne
1994-02-14	2181	BOOKS & AUTHORS	600	"Originally, he spun the tale of ""The Hobbit"" for his own children"	J.R.R. Tolkien
1994-02-14	2181	BOOKS & AUTHORS	800	The title of this Amy Tan book refers to a social club formed by mothers who play mah jongg	The Joy Luck Club
1994-02-14	2181	BOOKS & AUTHORS	1000	"Tom Clancy called his fourth novel ""The Cardinal of"" this"	the Kremlin
1994-02-14	2181	ODDS & ENDS	200	Blue Laws, which still exist in some areas, forbid business transactions on this day of the week	Sunday
1994-02-14	2181	ODDS & ENDS	400	In league play, this can weigh up to 16 pounds & have a maximum circumference of 27 inches	a bowling ball
1994-02-14	2181	ODDS & ENDS	600	Agoraphobia is the fear of open places; this is the fear of enclosed ones	claustrophobia
1994-02-14	2181	ODDS & ENDS	800	Stannum is another name for this metallic element	tin
1994-02-14	2181	ODDS & ENDS	1000	In 1979 the Dept. of Health, Education, and Welfare was divided into these 2 separate departments	Health & Human Services & Education
1994-02-14	2181	THE 1970s	0	In August 1993 the last of the contaminated water from this 1979 accident site was evaporated	Three Mile Island
1993-11-12	2115	ANIMALS	100	The red widow & the brown widow are close relatives of this dangerous spider	black widow
1993-11-12	2115	ANIMALS	200	A liger is the offspring of these 2 animals	lion and tiger
1993-11-12	2115	ANIMALS	300	The males of these striped animals are called stallions	zebra
1993-11-12	2115	ANIMALS	400	The humpback type of this cetacean is sometimes 50 feet long	whale
1993-11-12	2115	ANIMALS	500	Britanica says the Jamaican fruit type of this flying mammal smells like perfumed soap	bat
1993-11-12	2115	CLASSIC TV	100	"In the summer of 1972, NBC broadcast reruns of this western under the title ""Ponderosa"""	Bonanza
1993-11-12	2115	CLASSIC TV	200	"Lt. Philip Gerard was this doctor's pursuer on ""The Fugitive"""	Richard Kimble
1993-11-12	2115	CLASSIC TV	300	"In the fall of 1954, he became host of ""General Electric Theater"", a job he retained for 8 years"	Ronald Reagan
1993-11-12	2115	CLASSIC TV	400	"Occupation shared by title characters ""Grindl"", ""Beulah"" & ""Hazel"""	maid
1993-11-12	2115	CLASSIC TV	500	It's the comedy series that presented the Flying Fickle Finger of Fate award	(Rowan & Martin's) Laugh-In
1993-11-12	2115	FOOD	100	The German dish aal Berliner Art contains these snakelike fish simmered in white wine & beer	eel
1993-11-12	2115	FOOD	200	They're the 2 traditional vegetables in succotash	corn & lima beans
1993-11-12	2115	FOOD	300	"The thinnest of all pastas is the one with this ""heavenly"" name"	angel hair
1993-11-12	2115	FOOD	400	In a restaurant squid is commonly referred to by this Italian name	calamari
1993-11-12	2115	FOOD	500	The cuisine of this country featurs such dishes as chicken panang, rad na noodles & mee krob	Thai food
1993-11-12	2115	AMERICAN HISTORY	100	In 1777 Vermont became the first state to abolish this completely	slavery
1993-11-12	2115	AMERICAN HISTORY	200	It's the date on which America celebrated its bicentennial	July 4, 1976
1993-11-12	2115	AMERICAN HISTORY	300	This American general who turned traitor during the revolution got over £6,000 for his efforts	Benedict Arnold
1993-11-12	2115	AMERICAN HISTORY	1000	From 1680 to 1755, the colony of Pennsylvania was governed by members of this religious group	the Quakers
1993-11-12	2115	AMERICAN HISTORY	500	"At a 1954 hearing, this senator accused the Army of ""coddling Communists"""	Joseph McCarthy
1993-11-12	2115	INTERNATIONAL STARS	100	"With money that his dad won on ""Jeopardy!"" in 1968, this ""Mad Max"" star's family moved to Australia"	Mel Gibson
1993-11-12	2115	INTERNATIONAL STARS	200	"Late star who directed & starred in 1973's ""Return of the Dragon"""	Bruce Lee
1993-11-12	2115	INTERNATIONAL STARS	300	"This Welshman played Henry Wilcox in ""Howards End"" & Dr. Van Helsing in ""Bram Stoker's Dracula"""	Anthony Hopkins
1993-11-12	2115	INTERNATIONAL STARS	400	This Frenchman has played Christopher Columbus & Cyrano de Bergerac	Gerard Depardieu
1993-11-12	2115	INTERNATIONAL STARS	500	"This daughter of a Swedish actress & an Italian director starred in ""White Nights"" & ""Blue Velvet"""	Isabella Rossellini
1993-11-12	2115	3-LETTER WORDS	100	To turn the light down	dim
1993-11-12	2115	3-LETTER WORDS	200	A quonset is a type of this	hut
1993-11-12	2115	3-LETTER WORDS	300	You only have one when you're seated	lap
1993-11-12	2115	3-LETTER WORDS	400	It's the downy surface of a woven fabric	nap
1993-11-12	2115	3-LETTER WORDS	500	Each of its 6 faces contains at least 1 pip	die
1993-11-12	2115	COUNTRIES OF THE WORLD	200	The oil wells of this country are found chiefly in Tabasco, Campeche & Veracruz states	Mexico
1993-11-12	2115	COUNTRIES OF THE WORLD	400	Castile-Leon is this European country's largest region in area	Spain
1993-11-12	2115	COUNTRIES OF THE WORLD	600	This country follows Japan & the U.S. in the production of passenger cars	Germany
